id,year,month,day,dep_time,sched_dep_time,dep_delay,arr_time,sched_arr_time,arr_delay,carrier,flight,tailnum,origin,dest,air_time,distance,hour,minute,time_hour,name
179650,2013,4,16,1154.0,1200,-6.0,1339.0,1354,-15.0,US,1443,N757UW,JFK,CLT,80.0,541,12,0,2013-04-16 12:00:00,US Airways Inc.
54286,2013,10,30,950.0,1000,-10.0,1130.0,1131,-1.0,FL,357,N929AT,LGA,CAK,65.0,397,10,0,2013-10-30 10:00:00,AirTran Airways Corporation
308299,2013,8,30,1800.0,1800,0.0,2045.0,2130,-45.0,B6,415,N523JB,JFK,SFO,325.0,2586,18,0,2013-08-30 18:00:00,JetBlue Airways
236067,2013,6,15,1946.0,1930,16.0,2221.0,2238,-17.0,DL,1854,N331NW,LGA,FLL,133.0,1076,19,30,2013-06-15 19:00:00,Delta Air Lines Inc.
23564,2013,1,28,850.0,855,-5.0,1057.0,1104,-7.0,9E,3353,N926XJ,JFK,DTW,101.0,509,8,55,2013-01-28 08:00:00,Endeavor Air Inc.
105852,2013,12,25,1920.0,1921,-1.0,2307.0,2246,21.0,B6,71,N625JB,JFK,SLC,290.0,1990,19,21,2013-12-25 19:00:00,JetBlue Airways
123798,2013,2,15,958.0,1000,-2.0,1201.0,1209,-8.0,US,1277,N730US,LGA,CLT,92.0,544,10,0,2013-02-15 10:00:00,US Airways Inc.
43964,2013,10,19,600.0,600,0.0,903.0,858,5.0,B6,371,N634JB,LGA,FLL,156.0,1076,6,0,2013-10-19 06:00:00,JetBlue Airways
76357,2013,11,22,2106.0,1900,126.0,2239.0,2035,124.0,UA,693,N838UA,LGA,ORD,135.0,733,19,0,2013-11-22 19:00:00,United Air Lines Inc.
142418,2013,3,7,1734.0,1648,46.0,1851.0,1806,45.0,EV,4255,N16961,EWR,ROC,43.0,246,16,48,2013-03-07 16:00:00,ExpressJet Airlines Inc.
163043,2013,3,29,1559.0,1600,-1.0,1844.0,1900,-16.0,B6,509,N653JB,EWR,FLL,145.0,1065,16,0,2013-03-29 16:00:00,JetBlue Airways
41324,2013,10,16,1055.0,1055,0.0,1338.0,1356,-18.0,DL,1275,N3734B,JFK,SLC,262.0,1990,10,55,2013-10-16 10:00:00,Delta Air Lines Inc.
305474,2013,8,27,1926.0,1900,26.0,2053.0,2030,23.0,US,2193,N764US,LGA,DCA,42.0,214,19,0,2013-08-27 19:00:00,US Airways Inc.
118677,2013,2,9,,1450,,,1631,,9E,3318,,JFK,BUF,,301,14,50,2013-02-09 14:00:00,Endeavor Air Inc.
6316,2013,1,8,855.0,859,-4.0,1134.0,1145,-11.0,DL,1747,N665DN,LGA,ATL,122.0,762,8,59,2013-01-08 08:00:00,Delta Air Lines Inc.
18298,2013,1,22,652.0,700,-8.0,821.0,850,-29.0,AA,305,N579AA,LGA,ORD,124.0,733,7,0,2013-01-22 07:00:00,American Airlines Inc.
70244,2013,11,16,1338.0,1340,-2.0,1637.0,1645,-8.0,DL,1779,N963DL,LGA,FLL,155.0,1076,13,40,2013-11-16 13:00:00,Delta Air Lines Inc.
196853,2013,5,4,1630.0,1635,-5.0,1818.0,1835,-17.0,EV,4997,N612QX,EWR,DTW,80.0,488,16,35,2013-05-04 16:00:00,ExpressJet Airlines Inc.
99539,2013,12,18,1710.0,1700,10.0,2004.0,2020,-16.0,AA,172,N5EJAA,EWR,MIA,141.0,1085,17,0,2013-12-18 17:00:00,American Airlines Inc.
72322,2013,11,18,1923.0,1930,-7.0,2239.0,2249,-10.0,DL,1091,N350NA,JFK,SAT,229.0,1587,19,30,2013-11-18 19:00:00,Delta Air Lines Inc.
128979,2013,2,21,649.0,700,-11.0,745.0,807,-22.0,US,2116,N944UW,LGA,BOS,40.0,184,7,0,2013-02-21 07:00:00,US Airways Inc.
36645,2013,10,11,818.0,829,-11.0,1031.0,1029,2.0,MQ,3478,N832MQ,LGA,DTW,76.0,502,8,29,2013-10-11 08:00:00,Envoy Air
84326,2013,12,2,813.0,815,-2.0,1050.0,1123,-33.0,B6,281,N192JB,JFK,HOU,196.0,1428,8,15,2013-12-02 08:00:00,JetBlue Airways
321436,2013,9,14,1057.0,1059,-2.0,1310.0,1330,-20.0,EV,4679,N14173,EWR,JAX,113.0,820,10,59,2013-09-14 10:00:00,ExpressJet Airlines Inc.
140615,2013,3,5,1834.0,1730,64.0,2131.0,2050,41.0,AA,543,N369AA,JFK,MIA,154.0,1089,17,30,2013-03-05 17:00:00,American Airlines Inc.
97472,2013,12,16,1448.0,1441,7.0,1707.0,1712,-5.0,UA,1554,N23707,EWR,ATL,116.0,746,14,41,2013-12-16 14:00:00,United Air Lines Inc.
143665,2013,3,8,,930,,,1200,,9E,4065,,LGA,SDF,,659,9,30,2013-03-08 09:00:00,Endeavor Air Inc.
54258,2013,10,30,919.0,920,-1.0,1241.0,1235,6.0,VX,407,N635VA,JFK,LAX,352.0,2475,9,20,2013-10-30 09:00:00,Virgin America
224656,2013,6,3,1915.0,1859,16.0,2126.0,2134,-8.0,9E,3403,N910XJ,JFK,MCI,147.0,1113,18,59,2013-06-03 18:00:00,Endeavor Air Inc.
163643,2013,3,30,947.0,950,-3.0,1231.0,1254,-23.0,B6,1101,N637JB,JFK,FLL,147.0,1069,9,50,2013-03-30 09:00:00,JetBlue Airways
214488,2013,5,23,1742.0,1726,16.0,2049.0,2027,22.0,UA,1731,N37434,EWR,LAS,300.0,2227,17,26,2013-05-23 17:00:00,United Air Lines Inc.
287163,2013,8,8,1518.0,1520,-2.0,1848.0,1805,43.0,DL,1773,N3747D,JFK,LAS,303.0,2248,15,20,2013-08-08 15:00:00,Delta Air Lines Inc.
198927,2013,5,6,2120.0,2058,22.0,2227.0,2218,9.0,UA,768,N841UA,EWR,BOS,46.0,200,20,58,2013-05-06 20:00:00,United Air Lines Inc.
247339,2013,6,27,1613.0,1615,-2.0,1839.0,1831,8.0,DL,1619,N924DL,LGA,MSP,139.0,1020,16,15,2013-06-27 16:00:00,Delta Air Lines Inc.
74129,2013,11,20,1654.0,1700,-6.0,1858.0,1913,-15.0,9E,3932,N8673D,EWR,CVG,93.0,569,17,0,2013-11-20 17:00:00,Endeavor Air Inc.
259776,2013,7,11,737.0,740,-3.0,1039.0,1055,-16.0,VX,11,N849VA,JFK,SFO,340.0,2586,7,40,2013-07-11 07:00:00,Virgin America
39070,2013,10,14,619.0,620,-1.0,731.0,740,-9.0,WN,423,N8325D,LGA,MDW,109.0,725,6,20,2013-10-14 06:00:00,Southwest Airlines Co.
68670,2013,11,14,1802.0,1810,-8.0,2051.0,2129,-38.0,B6,1013,N594JB,JFK,LGB,333.0,2465,18,10,2013-11-14 18:00:00,JetBlue Airways
50918,2013,10,26,1553.0,1530,23.0,1803.0,1750,13.0,DL,1942,N349NB,EWR,ATL,111.0,746,15,30,2013-10-26 15:00:00,Delta Air Lines Inc.
210744,2013,5,19,1759.0,1630,89.0,2100.0,1920,100.0,DL,1621,N3744F,JFK,DEN,241.0,1626,16,30,2013-05-19 16:00:00,Delta Air Lines Inc.
306430,2013,8,28,2055.0,1910,105.0,2307.0,2210,57.0,AA,793,N3DAAA,LGA,DFW,176.0,1389,19,10,2013-08-28 19:00:00,American Airlines Inc.
119799,2013,2,10,,1915,,,2111,,9E,3525,,JFK,ORD,,740,19,15,2013-02-10 19:00:00,Endeavor Air Inc.
227987,2013,6,7,856.0,900,-4.0,1222.0,1219,3.0,DL,923,N326NB,LGA,MIA,164.0,1096,9,0,2013-06-07 09:00:00,Delta Air Lines Inc.
118887,2013,2,9,,1145,,,1335,,MQ,4594,N534MQ,LGA,CLE,,419,11,45,2013-02-09 11:00:00,Envoy Air
17000,2013,1,20,1557.0,1600,-3.0,1850.0,1914,-24.0,DL,2370,N353NB,LGA,PBI,151.0,1035,16,0,2013-01-20 16:00:00,Delta Air Lines Inc.
232424,2013,6,12,604.0,605,-1.0,712.0,720,-8.0,WN,3574,N295WN,EWR,MDW,110.0,711,6,5,2013-06-12 06:00:00,Southwest Airlines Co.
286315,2013,8,7,1712.0,1710,2.0,1928.0,1932,-4.0,UA,556,N412UA,EWR,PHX,286.0,2133,17,10,2013-08-07 17:00:00,United Air Lines Inc.
7384,2013,1,9,1232.0,1240,-8.0,1438.0,1445,-7.0,DL,1131,N318NB,LGA,DTW,100.0,502,12,40,2013-01-09 12:00:00,Delta Air Lines Inc.
12156,2013,1,14,2045.0,2055,-10.0,2249.0,2250,-1.0,MQ,4573,N739MQ,LGA,DTW,96.0,502,20,55,2013-01-14 20:00:00,Envoy Air
145865,2013,3,11,1259.0,1245,14.0,1612.0,1545,27.0,WN,1637,N376SW,EWR,HOU,229.0,1411,12,45,2013-03-11 12:00:00,Southwest Airlines Co.
314968,2013,9,7,1122.0,1129,-7.0,1310.0,1400,-50.0,B6,1211,N649JB,JFK,LAS,271.0,2248,11,29,2013-09-07 11:00:00,JetBlue Airways
273782,2013,7,25,1645.0,1650,-5.0,1847.0,1859,-12.0,DL,1473,N318NB,LGA,MEM,135.0,963,16,50,2013-07-25 16:00:00,Delta Air Lines Inc.
4215,2013,1,5,1831.0,1836,-5.0,1952.0,2010,-18.0,B6,130,N198JB,JFK,BUF,62.0,301,18,36,2013-01-05 18:00:00,JetBlue Airways
191669,2013,4,29,829.0,829,0.0,1012.0,1024,-12.0,MQ,4607,N1EAMQ,LGA,CMH,73.0,479,8,29,2013-04-29 08:00:00,Envoy Air
304063,2013,8,26,1207.0,1159,8.0,1515.0,1510,5.0,UA,1077,N38443,EWR,SFO,317.0,2565,11,59,2013-08-26 11:00:00,United Air Lines Inc.
260150,2013,7,11,1455.0,1448,7.0,1720.0,1745,-25.0,UA,1200,N73406,EWR,SAN,309.0,2425,14,48,2013-07-11 14:00:00,United Air Lines Inc.
313296,2013,9,5,1451.0,1450,1.0,1740.0,1755,-15.0,UA,363,N421UA,EWR,FLL,145.0,1065,14,50,2013-09-05 14:00:00,United Air Lines Inc.
37520,2013,10,12,709.0,710,-1.0,1009.0,1025,-16.0,AA,1345,N5FSAA,JFK,MIA,141.0,1089,7,10,2013-10-12 07:00:00,American Airlines Inc.
333352,2013,9,27,759.0,805,-6.0,1040.0,1101,-21.0,DL,1109,N366NB,LGA,TPA,130.0,1010,8,5,2013-09-27 08:00:00,Delta Air Lines Inc.
82572,2013,11,30,1038.0,1040,-2.0,1331.0,1355,-24.0,AA,1599,N3FMAA,LGA,MIA,147.0,1096,10,40,2013-11-30 10:00:00,American Airlines Inc.
257364,2013,7,8,1832.0,1455,217.0,2103.0,1715,228.0,DL,127,N329NB,JFK,DTW,92.0,509,14,55,2013-07-08 14:00:00,Delta Air Lines Inc.
92833,2013,12,11,1130.0,1130,0.0,1329.0,1342,-13.0,DL,2219,N907DL,LGA,MSP,165.0,1020,11,30,2013-12-11 11:00:00,Delta Air Lines Inc.
34748,2013,10,9,914.0,930,-16.0,1056.0,1103,-7.0,9E,4091,N8891A,JFK,RIC,56.0,288,9,30,2013-10-09 09:00:00,Endeavor Air Inc.
29697,2013,10,3,1753.0,1800,-7.0,1913.0,1915,-2.0,US,2191,N753US,LGA,DCA,49.0,214,18,0,2013-10-03 18:00:00,US Airways Inc.
251296,2013,7,1,2210.0,2129,41.0,2300.0,2235,25.0,EV,4276,N24128,EWR,BDL,28.0,116,21,29,2013-07-01 21:00:00,ExpressJet Airlines Inc.
125755,2013,2,17,1648.0,1630,18.0,2013.0,2015,-2.0,VX,27,N636VA,JFK,SFO,368.0,2586,16,30,2013-02-17 16:00:00,Virgin America
104778,2013,12,24,1138.0,1137,1.0,1445.0,1443,2.0,UA,701,N468UA,EWR,IAH,225.0,1400,11,37,2013-12-24 11:00:00,United Air Lines Inc.
236722,2013,6,16,1620.0,1630,-10.0,1822.0,1845,-23.0,MQ,3556,N721MQ,LGA,DTW,89.0,502,16,30,2013-06-16 16:00:00,Envoy Air
250990,2013,7,1,1610.0,1545,25.0,1720.0,1710,10.0,MQ,3694,N546MQ,EWR,ORD,112.0,719,15,45,2013-07-01 15:00:00,Envoy Air
112318,2013,2,2,746.0,740,6.0,1039.0,1045,-6.0,UA,1162,N39297,EWR,IAH,212.0,1400,7,40,2013-02-02 07:00:00,United Air Lines Inc.
327539,2013,9,20,1937.0,1645,172.0,2310.0,2015,175.0,B6,415,N552JB,JFK,SFO,357.0,2586,16,45,2013-09-20 16:00:00,JetBlue Airways
215605,2013,5,24,1806.0,1710,56.0,1953.0,1915,38.0,AA,1351,N3JDAA,JFK,ORD,107.0,740,17,10,2013-05-24 17:00:00,American Airlines Inc.
109441,2013,12,29,2046.0,2021,25.0,43.0,2357,46.0,B6,915,N768JB,JFK,SFO,356.0,2586,20,21,2013-12-29 20:00:00,JetBlue Airways
118878,2013,2,9,,2125,,,2240,,MQ,4449,,JFK,DCA,,213,21,25,2013-02-09 21:00:00,Envoy Air
198746,2013,5,6,1814.0,1659,75.0,2006.0,1906,60.0,9E,3881,N8623A,EWR,CVG,82.0,569,16,59,2013-05-06 16:00:00,Endeavor Air Inc.
327451,2013,9,20,1812.0,1815,-3.0,1928.0,1947,-19.0,9E,3513,N602LR,LGA,MKE,106.0,738,18,15,2013-09-20 18:00:00,Endeavor Air Inc.
204240,2013,5,12,1743.0,1730,13.0,2027.0,2017,10.0,UA,1593,N13110,EWR,MCO,142.0,937,17,30,2013-05-12 17:00:00,United Air Lines Inc.
210794,2013,5,19,1846.0,1700,106.0,2028.0,1832,116.0,B6,618,N304JB,JFK,PWM,47.0,273,17,0,2013-05-19 17:00:00,JetBlue Airways
67910,2013,11,14,539.0,545,-6.0,833.0,855,-22.0,AA,2243,N5EGAA,JFK,MIA,153.0,1089,5,45,2013-11-14 05:00:00,American Airlines Inc.
87780,2013,12,5,2001.0,1900,61.0,2128.0,2043,45.0,UA,654,N411UA,EWR,ORD,119.0,719,19,0,2013-12-05 19:00:00,United Air Lines Inc.
79005,2013,11,25,,730,,,1040,,AA,1381,,EWR,DFW,,1372,7,30,2013-11-25 07:00:00,American Airlines Inc.
291601,2013,8,13,939.0,940,-1.0,1101.0,1110,-9.0,WN,102,N793SA,LGA,MDW,113.0,725,9,40,2013-08-13 09:00:00,Southwest Airlines Co.
222865,2013,6,1,1858.0,1850,8.0,2045.0,2046,-1.0,9E,3590,N8948B,JFK,PIT,60.0,340,18,50,2013-06-01 18:00:00,Endeavor Air Inc.
15392,2013,1,18,1413.0,1420,-7.0,1621.0,1620,1.0,MQ,4588,N525MQ,LGA,MSP,159.0,1020,14,20,2013-01-18 14:00:00,Envoy Air
151548,2013,3,17,1501.0,1510,-9.0,1715.0,1659,16.0,EV,3821,N10575,EWR,STL,161.0,872,15,10,2013-03-17 15:00:00,ExpressJet Airlines Inc.
184336,2013,4,21,1215.0,1215,0.0,1347.0,1350,-3.0,WN,529,N655WN,EWR,STL,136.0,872,12,15,2013-04-21 12:00:00,Southwest Airlines Co.
160513,2013,3,27,603.0,610,-7.0,908.0,941,-33.0,UA,421,N835UA,EWR,SFO,342.0,2565,6,10,2013-03-27 06:00:00,United Air Lines Inc.
28873,2013,10,2,2015.0,2003,12.0,2239.0,2237,2.0,EV,4204,N12163,EWR,OKC,178.0,1325,20,3,2013-10-02 20:00:00,ExpressJet Airlines Inc.
329745,2013,9,23,1335.0,1340,-5.0,1512.0,1459,13.0,B6,2402,N258JB,JFK,BUF,63.0,301,13,40,2013-09-23 13:00:00,JetBlue Airways
130808,2013,2,22,,600,,,801,,EV,4911,N166PQ,EWR,DTW,,488,6,0,2013-02-22 06:00:00,ExpressJet Airlines Inc.
80426,2013,11,27,1312.0,1300,12.0,1545.0,1605,-20.0,AA,300,N202AA,EWR,DFW,193.0,1372,13,0,2013-11-27 13:00:00,American Airlines Inc.
143072,2013,3,8,1216.0,1200,16.0,1433.0,1315,78.0,MQ,4425,N835MQ,JFK,DCA,58.0,213,12,0,2013-03-08 12:00:00,Envoy Air
290069,2013,8,11,1719.0,1705,14.0,2015.0,2004,11.0,DL,503,N3757D,JFK,SAN,327.0,2446,17,5,2013-08-11 17:00:00,Delta Air Lines Inc.
82660,2013,11,30,1250.0,1300,-10.0,1354.0,1413,-19.0,US,2181,N955UW,LGA,DCA,49.0,214,13,0,2013-11-30 13:00:00,US Airways Inc.
209383,2013,5,18,624.0,630,-6.0,748.0,803,-15.0,EV,3266,N10575,EWR,RDU,63.0,416,6,30,2013-05-18 06:00:00,ExpressJet Airlines Inc.
336368,2013,9,30,1510.0,1510,0.0,1720.0,1735,-15.0,MQ,3202,N698MQ,JFK,IND,100.0,665,15,10,2013-09-30 15:00:00,Envoy Air
269261,2013,7,21,641.0,645,-4.0,841.0,845,-4.0,B6,675,N304JB,JFK,MSY,158.0,1182,6,45,2013-07-21 06:00:00,JetBlue Airways
60606,2013,11,6,823.0,830,-7.0,1005.0,1024,-19.0,9E,2932,N913XJ,JFK,RDU,67.0,427,8,30,2013-11-06 08:00:00,Endeavor Air Inc.
276400,2013,7,28,1356.0,1359,-3.0,1732.0,1724,8.0,DL,1565,N711ZX,JFK,SFO,359.0,2586,13,59,2013-07-28 13:00:00,Delta Air Lines Inc.
157239,2013,3,23,1347.0,1356,-9.0,1449.0,1506,-17.0,EV,3854,N14143,EWR,MHT,39.0,209,13,56,2013-03-23 13:00:00,ExpressJet Airlines Inc.
288512,2013,8,9,2226.0,2057,89.0,116.0,2359,77.0,UA,1241,N33209,EWR,TPA,131.0,997,20,57,2013-08-09 20:00:00,United Air Lines Inc.
25677,2013,1,30,1603.0,1600,3.0,1707.0,1712,-5.0,US,2134,N944UW,LGA,BOS,47.0,184,16,0,2013-01-30 16:00:00,US Airways Inc.
8813,2013,1,10,2145.0,2135,10.0,45.0,50,-5.0,AA,185,N335AA,JFK,LAX,341.0,2475,21,35,2013-01-10 21:00:00,American Airlines Inc.
72405,2013,11,18,2054.0,2100,-6.0,2341.0,2329,12.0,B6,775,N216JB,JFK,MSY,179.0,1182,21,0,2013-11-18 21:00:00,JetBlue Airways
134380,2013,2,27,608.0,610,-2.0,921.0,915,6.0,AA,1837,N3GTAA,LGA,MIA,164.0,1096,6,10,2013-02-27 06:00:00,American Airlines Inc.
265518,2013,7,17,724.0,724,0.0,1006.0,1003,3.0,UA,1592,N36476,EWR,MCO,129.0,937,7,24,2013-07-17 07:00:00,United Air Lines Inc.
39474,2013,10,14,1258.0,1300,-2.0,1623.0,1610,13.0,VX,411,N624VA,JFK,LAX,353.0,2475,13,0,2013-10-14 13:00:00,Virgin America
11532,2013,1,14,929.0,935,-6.0,1238.0,1235,3.0,VX,251,N841VA,JFK,LAS,332.0,2248,9,35,2013-01-14 09:00:00,Virgin America
237167,2013,6,17,657.0,700,-3.0,934.0,947,-13.0,DL,2285,N955DL,LGA,MCO,130.0,950,7,0,2013-06-17 07:00:00,Delta Air Lines Inc.
163357,2013,3,29,2048.0,2040,8.0,2139.0,2148,-9.0,B6,1020,N633JB,JFK,BOS,37.0,187,20,40,2013-03-29 20:00:00,JetBlue Airways
209253,2013,5,17,1959.0,2000,-1.0,2251.0,2237,14.0,DL,1147,N933DL,LGA,ATL,103.0,762,20,0,2013-05-17 20:00:00,Delta Air Lines Inc.
239933,2013,6,19,2022.0,2000,22.0,2151.0,2152,-1.0,B6,917,N598JB,JFK,ORD,118.0,740,20,0,2013-06-19 20:00:00,JetBlue Airways
277624,2013,7,29,1812.0,1800,12.0,1938.0,2002,-24.0,UA,1187,N23708,EWR,CLE,63.0,404,18,0,2013-07-29 18:00:00,United Air Lines Inc.
312276,2013,9,4,1347.0,1352,-5.0,1452.0,1453,-1.0,EV,4207,N16963,EWR,MHT,38.0,209,13,52,2013-09-04 13:00:00,ExpressJet Airlines Inc.
175007,2013,4,11,1237.0,1245,-8.0,1500.0,1513,-13.0,UA,356,N434UA,EWR,PHX,289.0,2133,12,45,2013-04-11 12:00:00,United Air Lines Inc.
242424,2013,6,22,1352.0,1400,-8.0,1508.0,1540,-32.0,EV,5557,N760EV,LGA,BGR,53.0,378,14,0,2013-06-22 14:00:00,ExpressJet Airlines Inc.
65187,2013,11,11,842.0,850,-8.0,1027.0,1045,-18.0,MQ,3407,N525MQ,LGA,CMH,75.0,479,8,50,2013-11-11 08:00:00,Envoy Air
48053,2013,10,23,1459.0,1500,-1.0,1805.0,1748,17.0,UA,407,N556UA,EWR,TPA,151.0,997,15,0,2013-10-23 15:00:00,United Air Lines Inc.
66631,2013,11,12,1657.0,1705,-8.0,1848.0,1902,-14.0,EV,4411,N16559,EWR,MEM,153.0,946,17,5,2013-11-12 17:00:00,ExpressJet Airlines Inc.
281338,2013,8,2,1339.0,1346,-7.0,1429.0,1458,-29.0,B6,1338,N329JB,JFK,MVY,36.0,173,13,46,2013-08-02 13:00:00,JetBlue Airways
153845,2013,3,19,2122.0,2125,-3.0,2243.0,2250,-7.0,MQ,4660,N0EGMQ,LGA,BNA,117.0,764,21,25,2013-03-19 21:00:00,Envoy Air
30645,2013,10,4,1706.0,1709,-3.0,1826.0,1828,-2.0,UA,215,N477UA,EWR,BOS,48.0,200,17,9,2013-10-04 17:00:00,United Air Lines Inc.
336570,2013,9,30,1815.0,1803,12.0,2113.0,2117,-4.0,UA,1165,N76522,EWR,LAX,299.0,2454,18,3,2013-09-30 18:00:00,United Air Lines Inc.
237602,2013,6,17,1452.0,1456,-4.0,1814.0,1724,50.0,UA,1222,N36444,EWR,LAS,308.0,2227,14,56,2013-06-17 14:00:00,United Air Lines Inc.
207913,2013,5,16,1451.0,1459,-8.0,1622.0,1635,-13.0,9E,4105,N819AY,JFK,IAD,49.0,228,14,59,2013-05-16 14:00:00,Endeavor Air Inc.
302294,2013,8,24,1156.0,930,146.0,1441.0,1225,136.0,UA,465,N432UA,EWR,RSW,148.0,1068,9,30,2013-08-24 09:00:00,United Air Lines Inc.
35514,2013,10,10,625.0,630,-5.0,844.0,840,4.0,US,2085,N150UW,LGA,CLT,98.0,544,6,30,2013-10-10 06:00:00,US Airways Inc.
279121,2013,7,31,900.0,905,-5.0,1009.0,1016,-7.0,B6,1634,N193JB,JFK,BTV,46.0,266,9,5,2013-07-31 09:00:00,JetBlue Airways
232858,2013,6,12,1342.0,1345,-3.0,1618.0,1635,-17.0,AA,753,N3BNAA,LGA,DFW,183.0,1389,13,45,2013-06-12 13:00:00,American Airlines Inc.
230889,2013,6,10,1400.0,1245,75.0,1622.0,1512,70.0,UA,353,N826UA,EWR,ATL,123.0,746,12,45,2013-06-10 12:00:00,United Air Lines Inc.
332269,2013,9,26,651.0,629,22.0,927.0,929,-2.0,AA,1205,N3ABAA,EWR,MIA,139.0,1085,6,29,2013-09-26 06:00:00,American Airlines Inc.
243194,2013,6,23,1254.0,1259,-5.0,1439.0,1457,-18.0,US,1459,N173US,LGA,CLT,80.0,544,12,59,2013-06-23 12:00:00,US Airways Inc.
60134,2013,11,5,1652.0,1700,-8.0,1947.0,2007,-20.0,UA,1714,N36247,LGA,IAH,206.0,1416,17,0,2013-11-05 17:00:00,United Air Lines Inc.
312256,2013,9,4,1327.0,1329,-2.0,1444.0,1444,0.0,MQ,3760,N500MQ,EWR,ORD,106.0,719,13,29,2013-09-04 13:00:00,Envoy Air
307546,2013,8,29,2248.0,2245,3.0,4.0,3,1.0,B6,486,N339JB,JFK,ROC,46.0,264,22,45,2013-08-29 22:00:00,JetBlue Airways
336021,2013,9,30,854.0,900,-6.0,1023.0,1025,-2.0,US,2173,N722US,LGA,DCA,39.0,214,9,0,2013-09-30 09:00:00,US Airways Inc.
144766,2013,3,10,1026.0,1028,-2.0,1315.0,1342,-27.0,UA,1183,N35271,EWR,RSW,150.0,1068,10,28,2013-03-10 10:00:00,United Air Lines Inc.
326650,2013,9,19,2245.0,2255,-10.0,2353.0,2358,-5.0,B6,718,N586JB,JFK,BOS,40.0,187,22,55,2013-09-19 22:00:00,JetBlue Airways
244750,2013,6,25,103.0,2359,64.0,431.0,344,47.0,B6,1503,N665JB,JFK,SJU,193.0,1598,23,59,2013-06-25 23:00:00,JetBlue Airways
299429,2013,8,21,1227.0,1229,-2.0,1341.0,1342,-1.0,EV,5897,N14960,EWR,ORF,54.0,284,12,29,2013-08-21 12:00:00,ExpressJet Airlines Inc.
261970,2013,7,13,1150.0,1155,-5.0,1339.0,1332,7.0,EV,4316,N18556,EWR,RDU,72.0,416,11,55,2013-07-13 11:00:00,ExpressJet Airlines Inc.
43256,2013,10,18,1010.0,951,19.0,1226.0,1207,19.0,UA,406,N489UA,EWR,DEN,235.0,1605,9,51,2013-10-18 09:00:00,United Air Lines Inc.
22127,2013,1,26,1143.0,1145,-2.0,1445.0,1508,-23.0,DL,2115,N979DL,LGA,MIA,154.0,1096,11,45,2013-01-26 11:00:00,Delta Air Lines Inc.
193665,2013,5,1,922.0,925,-3.0,1125.0,1134,-9.0,EV,4227,N17984,EWR,IND,88.0,645,9,25,2013-05-01 09:00:00,ExpressJet Airlines Inc.
26179,2013,1,31,719.0,720,-1.0,1041.0,1023,18.0,UA,1724,N36247,EWR,PBI,183.0,1023,7,20,2013-01-31 07:00:00,United Air Lines Inc.
80035,2013,11,27,620.0,625,-5.0,743.0,759,-16.0,EV,4522,N16963,EWR,BNA,123.0,748,6,25,2013-11-27 06:00:00,ExpressJet Airlines Inc.
8696,2013,1,10,1902.0,1900,2.0,2135.0,2134,1.0,FL,645,N996AT,LGA,ATL,119.0,762,19,0,2013-01-10 19:00:00,AirTran Airways Corporation
161707,2013,3,28,913.0,914,-1.0,1153.0,1210,-17.0,B6,57,N806JB,JFK,PBI,140.0,1028,9,14,2013-03-28 09:00:00,JetBlue Airways
70392,2013,11,16,1623.0,1625,-2.0,1738.0,1753,-15.0,9E,2904,N8412F,JFK,BOS,41.0,187,16,25,2013-11-16 16:00:00,Endeavor Air Inc.
277353,2013,7,29,1355.0,1400,-5.0,1543.0,1512,31.0,US,2177,N760US,LGA,DCA,50.0,214,14,0,2013-07-29 14:00:00,US Airways Inc.
21688,2013,1,25,1930.0,1935,-5.0,2254.0,2240,14.0,AA,791,N3FNAA,LGA,DFW,219.0,1389,19,35,2013-01-25 19:00:00,American Airlines Inc.
148526,2013,3,14,818.0,816,2.0,1004.0,1013,-9.0,EV,4600,N13550,EWR,MEM,140.0,946,8,16,2013-03-14 08:00:00,ExpressJet Airlines Inc.
331622,2013,9,25,1226.0,1200,26.0,1403.0,1354,9.0,US,1978,N153UW,JFK,CLT,78.0,541,12,0,2013-09-25 12:00:00,US Airways Inc.
306746,2013,8,29,805.0,730,35.0,1037.0,1010,27.0,B6,683,N510JB,JFK,MCO,119.0,944,7,30,2013-08-29 07:00:00,JetBlue Airways
64447,2013,11,10,1300.0,1300,0.0,1421.0,1438,-17.0,UA,681,N847UA,LGA,ORD,125.0,733,13,0,2013-11-10 13:00:00,United Air Lines Inc.
157856,2013,3,24,1002.0,830,92.0,1226.0,1053,93.0,EV,5212,N730EV,LGA,CHS,118.0,641,8,30,2013-03-24 08:00:00,ExpressJet Airlines Inc.
90778,2013,12,9,850.0,845,5.0,1112.0,1106,6.0,EV,4087,N16987,EWR,IND,118.0,645,8,45,2013-12-09 08:00:00,ExpressJet Airlines Inc.
154027,2013,3,20,703.0,630,33.0,941.0,905,36.0,EV,3828,N12921,EWR,ATL,130.0,746,6,30,2013-03-20 06:00:00,ExpressJet Airlines Inc.
328483,2013,9,22,812.0,815,-3.0,1004.0,1040,-36.0,DL,914,N359NB,LGA,DEN,212.0,1620,8,15,2013-09-22 08:00:00,Delta Air Lines Inc.
54296,2013,10,30,1001.0,1000,1.0,1339.0,1321,18.0,UA,1480,N45440,EWR,SFO,364.0,2565,10,0,2013-10-30 10:00:00,United Air Lines Inc.
311969,2013,9,4,809.0,817,-8.0,956.0,1023,-27.0,9E,3353,N928XJ,JFK,DTW,80.0,509,8,17,2013-09-04 08:00:00,Endeavor Air Inc.
